rank,personName,age,finalWorth,category,countryOfCitizenship,organization,selfMade,gender,birthDate,title
883,Steven Klinsky,65,3400,Finance & Investments,United States,,True,M,1956-05-30,Inventor
883,John Middleton,67,3400,Food & Beverage,United States,,False,M,1955-03-02,
883,Jerry Ng,56,3400,Finance & Investments,Indonesia,,True,M,1965-07-02,
883,Tengyun Nie & family,46,3400,Service,China,,True,M,1976-01-24,
883,Nandan Nilekani,66,3400,Technology,India,,True,M,1955-06-02,
883,Bob Parsons,71,3400,Technology,United States,,True,M,1950-11-27,
883,Prasert Prasarttong-Osoth,89,3400,Healthcare,Thailand,,True,M,1933-03-26,
883,Qiu Guanghe & family,70,3400,Fashion & Retail,China,,True,M,1951-11-10,
883,Richard Sands,71,3400,Food & Beverage,United States,,False,M,1951-03-03,
883,Robert Sands,63,3400,Food & Beverage,United States,Constellation Brands,False,M,1958-06-10,CEO
883,T. Denny Sanford,86,3400,Finance & Investments,United States,,True,M,1935-12-23,
883,Naguib Sawiris,67,3400,Telecom,Egypt,,False,M,1954-06-15,
883,Pavel Tykac,57,3400,Metals & Mining,Czechia,,True,M,1964-05-15,
883,Todd Wanek,58,3400,Manufacturing,United States,,False,M,1964-03-16,
883,Meg Whitman,65,3400,Technology,United States,Quibi,True,F,1956-08-04,CEO
883,Michael Xie,53,3400,Technology,United States,,True,M,1969-02-20,
883,Chenghai Ye & family,78,3400,Healthcare,Hong Kong,,True,M,1943-08-15,
913,An Kang,73,3300,Healthcare,China,,True,M,1949-01-01,
913,John Arnold,48,3300,Finance & Investments,United States,Centaurus Advisors,True,M,1974-03-09,Founder
913,Arun Bharat Ram,81,3300,Manufacturing,India,,False,M,1940-11-15,
913,Tomasz Biernacki,49,3300,Fashion & Retail,Poland,,True,M,1973-01-01,
913,Travis Boersma,51,3300,Food & Beverage,United States,,True,M,1971-01-01,
913,Chan Tan Ching-fen,,3300,Real Estate,Hong Kong,,False,F,,
913,Dongsheng Chen,64,3300,Finance & Investments,China,,True,M,1957-12-01,
913,Jean Coutu & family,94,3300,Fashion & Retail,Canada,Jean Coutu Group,True,M,1927-05-29,Entrepreneur
913,Ralph Dommermuth,58,3300,Technology,Germany,,True,M,1963-11-19,
913,Walter Faria,67,3300,Food & Beverage,Brazil,,True,M,1955-04-01,Entrepreneur
913,Bob Gaglardi,81,3300,Real Estate,Canada,,True,M,1941-02-19,
913,John Gandel,87,3300,Real Estate,Australia,,False,M,1934-08-13,
913,Xuande Hua & family,78,3300,Healthcare,China,,True,M,1943-10-30,
913,Micky Jagtiani,70,3300,Fashion & Retail,India,,False,M,1951-09-28,
913,H. Fisk Johnson,63,3300,Manufacturing,United States,,False,M,1958-05-19,
913,S. Curtis Johnson,66,3300,Manufacturing,United States,,False,M,1955-05-05,
913,Helen Johnson-Leipold,65,3300,Manufacturing,United States,,False,F,1956-12-30,
913,Miguel Krigsner,72,3300,Fashion & Retail,Brazil,,True,M,1950-01-09,
913,Li Jianquan & family,65,3300,Healthcare,Hong Kong,,True,M,1957-01-01,
913,Lin Ming-hsiung,72,3300,Fashion & Retail,Taiwan,,True,M,1950-01-01,
913,Winifred J. Marquart,62,3300,Manufacturing,United States,,False,F,1959-04-06,
913,Kiran Mazumdar-Shaw,69,3300,Healthcare,India,Biocon,True,F,1953-03-23,Chair
913,Patrice Motsepe,60,3300,Metals & Mining,South Africa,,True,M,1962-01-28,
913,Alfred Oetker,55,3300,Fashion & Retail,Germany,,False,M,1967-01-01,
913,Carl Ferdinand Oetker,49,3300,Fashion & Retail,Germany,,False,M,1972-10-03,
913,Julia Oetker,43,3300,Fashion & Retail,Germany,,False,F,1979-01-26,
913,Or Wai Sheun,70,3300,Real Estate,Hong Kong,,True,M,1951-06-01,
913,Jay Paul,74,3300,Real Estate,United States,,True,M,1947-07-08,
913,Horst Paulmann & family,87,3300,Fashion & Retail,Chile,,True,M,1935-01-01,
913,Theodore Rachmat,78,3300,Diversified,Indonesia,,False,M,1943-12-15,
913,John Sall,74,3300,Technology,United States,SAS Institute,True,M,1948-04-04,Co-Founder; Executive Vice President
913,Stefan von Holtzbrinck,58,3300,Media & Entertainment,Germany,,False,M,1963-05-15,
913,Nusli Wadia,78,3300,Food & Beverage,India,,False,M,1944-02-15,
913,Steve Wynn,80,3300,Gambling & Casinos,United States,Wynn Resorts,True,M,1942-01-27,Cofounder
913,Yang Weidong & family,53,3300,Manufacturing,China,,True,M,1968-09-09,
913,Barry Zekelman,55,3300,Manufacturing,Canada,,False,M,1967-01-03,
913,Zhang Shilong & family,56,3300,Technology,China,,True,M,1966-01-01,
913,Zhong Ruonong & family,59,3300,Manufacturing,China,,True,F,1962-10-30,
951,Cameron Adams,42,3200,Technology,Australia,,True,M,1979-12-26,
951,Dongchen Cai,69,3200,Healthcare,China,,True,M,1953-02-01,
951,Vanich Chaiyawan,90,3200,Finance & Investments,Thailand,,True,M,1932-01-01,
951,Andrew & Peggy Cherng,,3200,Food & Beverage,United States,,True,,,
951,James Clark,78,3200,Technology,United States,Netscape Communications Corporation,True,M,1944-03-23,Cofounder
951,Jack Cowin,79,3200,Food & Beverage,Australia,,True,M,1942-07-13,
951,Giuseppe Crippa & family,86,3200,Manufacturing,Italy,,True,M,1935-05-05,
951,Sergei Galitsky,54,3200,Fashion & Retail,Russia,,True,M,1967-08-14,
951,Ernest Garcia; III.,39,3200,Automotive,United States,,False,M,1982-05-01,
951,Peter Gilgan,71,3200,Construction & Engineering,Canada,Mattamy Group Corp.,True,M,1951-01-01,Founder; CEO and Chairman
951,Joseph Grendys,60,3200,Food & Beverage,United States,,True,M,1961-12-01,
951,Thomas Hagen,86,3200,Finance & Investments,United States,,False,M,1936-01-01,
951,Robert Hale; Jr.,55,3200,Telecom,United States,,True,M,1966-07-08,
951,Michael Hintze,68,3200,Finance & Investments,Australia,CQS LLP,True,M,1953-07-27,Founder
951,Pansy Ho,59,3200,Gambling & Casinos,Hong Kong,,False,F,1962-08-26,
951,Alan Howard,58,3200,Finance & Investments,United Kingdom,Brevan Howard Asset Management,True,M,1963-09-01,Founder
951,Kei Hoi Pang,56,3200,Real Estate,China,,True,M,1966-01-01,
951,Rudy Ma,81,3200,Finance & Investments,Taiwan,,True,M,1940-07-04,
951,Najib Mikati,66,3200,Telecom,Lebanon,,True,M,1955-11-24,
951,Taha Mikati,77,3200,Telecom,Lebanon,,True,M,1945-01-01,
951,Gail Miller,78,3200,Automotive,United States,,True,F,1943-10-14,
951,Vikas Oberoi,51,3200,Real Estate,India,,False,M,1970-09-08,
951,H. Ross Perot; Jr.,63,3200,Real Estate,United States,,False,M,1958-11-07,
951,Candido Pinheiro Koren de Lima,75,3200,Healthcare,Brazil,,True,M,1947-01-01,
951,Matthew Prince,47,3200,Technology,United States,,True,M,1975-01-01,
951,Penny Pritzker,62,3200,Finance & Investments,United States,,False,F,1959-05-02,
951,Yasumitsu Shigeta,57,3200,Telecom,Japan,,True,M,1965-02-25,
951,Sebastian Siemiatkowski,40,3200,Finance & Investments,Sweden,,True,M,1981-10-03,
951,Barry Silbert,45,3200,Finance & Investments,United States,,True,M,1976-05-15,
951,Daniel Sundheim,45,3200,Finance & Investments,United States,,True,M,1977-03-29,Investor
951,Rita Tong Liu,73,3200,Real Estate,Hong Kong,,True,F,1948-06-29,
951,Tran Dinh Long,61,3200,Manufacturing,Vietnam,,True,M,1961-01-01,
951,Zhang Daocai,72,3200,Diversified,China,,True,M,1950-01-01,
984,John Caudwell,69,3100,Telecom,United Kingdom,,True,M,1952-10-01,
984,Philippe Foriel-Destezet,86,3100,Service,France,,True,M,1935-09-12,
984,Walter Frey,78,3100,Automotive,Switzerland,,False,M,1943-07-30,
984,Alessandra Garavoglia,62,3100,Food & Beverage,Italy,,False,F,1960-02-06,
984,Peter Gassner,57,3100,Technology,United States,,True,M,1965-02-26,
984,Mitchell Goldhar,60,3100,Real Estate,Canada,SmartCentres,True,M,1961-07-15,Owner
984,Otto Happel,74,3100,Construction & Engineering,Germany,,False,M,1948-02-09,
984,Peter Hargreaves,75,3100,Finance & Investments,United Kingdom,,True,M,1946-10-05,
984,Bom Kim,43,3100,Technology,United States,Coupang,True,M,1978-10-01,
984,Gaiteng Li,49,3100,Manufacturing,China,,True,M,1972-04-08,
984,Liufa Li & family,64,3100,Diversified,China,,True,M,1957-06-01,
984,Lu Weiding,51,3100,Diversified,China,,False,M,1971-03-01,
984,Harsh Mariwala,70,3100,Food & Beverage,India,,False,M,1951-05-14,
984,Samir Mehta,58,3100,Healthcare,India,,False,M,1963-09-18,
984,Sudhir Mehta,67,3100,Healthcare,India,,False,M,1954-04-10,
984,Pawan Munjal & family,68,3100,Automotive,India,,False,M,1954-01-01,
984,Nguyen Thi Phuong Thao,51,3100,Diversified,Vietnam,Sovico Holdings,True,F,1970-06-07,Cofounder and Chairman
984,Madhukar Parekh,75,3100,Manufacturing,India,,False,M,1947-01-01,
984,Sergei Popov,50,3100,Finance & Investments,Russia,,True,M,1971-08-12,
984,Haim Saban,77,3100,Media & Entertainment,United States,,True,M,1944-10-15,
984,Karthik Sarma,47,3100,Finance & Investments,India,,True,M,1974-12-01,
984,Klaus-Peter Schulenberg,70,3100,Service,Germany,,True,M,1951-07-01,
984,Pat Stryker,65,3100,Healthcare,United States,,False,F,1956-04-06,
984,Jeff Sutton,62,3100,Real Estate,United States,,True,M,1960-01-17,
984,Jon Yarbrough,64,3100,Gambling & Casinos,United States,,True,M,1957-05-10,
984,Gang Ye,41,3100,Media & Entertainment,Singapore,,True,M,1980-06-01,
984,Yi Zheng,51,3100,Technology,China,,True,M,1970-10-15,
984,Zhang Fan,56,3100,Technology,China,,True,M,1965-12-29,
1012,William Ackman,55,3000,Finance & Investments,United States,Pershing Square Capital Management; L.P.,True,M,1966-05-11,Founder; CEO
1012,Markus Blocher,51,3000,Manufacturing,Switzerland,,False,M,1971-01-01,
1012,Neal Blue & family,87,3000,Manufacturing,United States,,True,M,1935-04-04,
1012,Eva Maria Bucher-Haefner,65,3000,Technology,Switzerland,,False,F,1957-01-01,
1012,Chang Kuo-Hua,67,3000,Logistics,Taiwan,,False,M,1955-01-01,
1012,Todd Christopher,59,3000,Fashion & Retail,United States,,True,M,1962-10-08,Entrepreneur
1012,Euisun Chung,51,3000,Logistics,South Korea,Hyundai Motor Co. Ltd.,False,M,1970-10-18,
1012,Bernard Ecclestone & family,91,3000,Sports,United Kingdom,,True,M,1930-10-28,
1012,Michael Federmann & family,78,3000,Technology,Israel,,True,M,1943-09-09,
1012,Gudrun Heine,67,3000,Healthcare,Germany,,False,F,1954-10-19,
1012,Heidi Horten,81,3000,Fashion & Retail,Austria,,False,F,1941-02-13,
1012,Dawen Huang,61,3000,Manufacturing,Hong Kong,,True,M,1960-11-01,
1012,Sheldon Lavin,89,3000,Food & Beverage,United States,,True,M,1932-06-17,
1012,Li Min,56,3000,Technology,China,,True,M,1965-12-26,
1012,Liang Yunchao,53,3000,Food & Beverage,China,,True,M,1969-01-03,
1012,Joseph Liemandt,53,3000,Technology,United States,,True,M,1968-08-05,
1012,Strive Masiyiwa,61,3000,Telecom,Zimbabwe,,True,M,1961-01-29,
1012,Masahiro Miki,66,3000,Fashion & Retail,Japan,,True,M,1955-07-26,
1012,Pan Laican,,3000,Food & Beverage,China,,True,M,,
1012,Karsanbhai Patel,78,3000,Diversified,India,,True,M,1944-01-07,
1012,Arvind Poddar,64,3000,Automotive,India,,False,M,1957-11-07,
1012,Remo Ruffini,60,3000,Fashion & Retail,Italy,,True,M,1961-08-27,
1012,Eddy Kusnadi Sariaatmadja,68,3000,Media & Entertainment,Indonesia,,True,M,1953-08-23,
1012,Sybill Storz,84,3000,Healthcare,Germany,,False,F,1937-04-06,
1012,Lawrence Stroll,62,3000,Fashion & Retail,Canada,,True,M,1959-07-11,
1012,Wijono & Hermanto Tanoko,,3000,Manufacturing,Indonesia,,False,M,,
1012,Michael Tojner,56,3000,Manufacturing,Austria,,True,M,1966-03-31,
1012,Donald Trump,75,3000,Real Estate,United States,,False,M,1946-06-14,
1012,Tsai Ming-kai,71,3000,Technology,Taiwan,,True,M,1950-04-06,
1012,John Tyson,68,3000,Food & Beverage,United States,,False,M,1953-09-05,
1012,Rufino Vigil Gonzalez,73,3000,Metals & Mining,Mexico,,True,M,1948-06-01,
1012,Ning Wang & family,35,3000,Media & Entertainment,China,,True,M,1987-01-01,
1012,Wang Yusuo & family,58,3000,Energy,China,,True,M,1964-03-11,
1012,Zhigang Wu & family,87,3000,Food & Beverage,China,,True,M,1935-01-14,
1012,Xie Juhua & family,71,3000,Healthcare,China,,False,F,1951-01-01,
1012,Oren Zeev,57,3000,Finance & Investments,Israel,,True,M,1964-09-23,
1012,Charles Zegar,74,3000,Media & Entertainment,United States,,True,M,1948-02-29,
1012,Zhang Lei,49,3000,Finance & Investments,China,,True,M,1972-12-01,
1012,Zhang Xin & Pan Shiyi,56,3000,Real Estate,China,Soho China,True,,1965-08-24,Cofounder; CEO
1012,Zhu Yan & family,,3000,Real Estate,China,,False,F,,
1012,Mortimer Zuckerman,84,3000,Real Estate,United States,Boston Properties,True,M,1937-06-04,Chairman and CEO
1053,Juan Abello,80,2900,Finance & Investments,Spain,,False,M,1941-12-16,
1053,John Armitage,62,2900,Finance & Investments,Ireland,Egerton Capital,True,M,1959-12-01,
1053,Bang Si-hyuk,49,2900,Media & Entertainment,South Korea,,True,M,1972-08-09,
1053,Miriam Baumann-Blocher,47,2900,Manufacturing,Switzerland,,False,F,1975-01-01,
1053,Riley Bechtel & family,70,2900,Construction & Engineering,United States,Bechtel Corp.,False,M,1952-03-25,former Chairman and CEO
1053,Wilhelm Beier & family,65,2900,Healthcare,Germany,,True,M,1956-04-21,
1053,Nicolas Berggruen,60,2900,Real Estate,United States,,False,M,1961-08-10,
1053,Bui Thanh Nhon,64,2900,Real Estate,Vietnam,,True,M,1958-01-01,
1053,Cao Longxiang & family,64,2900,Healthcare,China,,True,M,1957-09-05,
1053,Deng Wen,54,2900,Food & Beverage,China,,True,M,1968-03-01,
1053,Daniel Dines,50,2900,Technology,Romania,,True,M,1972-01-01,
1053,Joseph Edelman,66,2900,Finance & Investments,United States,Perceptive Advisors,True,M,1955-06-10,Investor
1053,N. Murray Edwards,62,2900,Energy,Canada,,True,M,1959-12-10,
1053,Jane Goldman,66,2900,Real Estate,United States,,False,F,1955-07-29,
1053,Guo Zhenyu & family,58,2900,Fashion & Retail,Canada,,True,M,1963-11-01,
1053,Stewart Horejsi & family,84,2900,Finance & Investments,United States,,True,M,1937-09-19,
1053,Zhenda Huang & family,74,2900,Construction & Engineering,China,,True,M,1947-09-01,
1053,Jeremy Jacobs; Sr. & family,82,2900,Service,United States,,False,M,1940-01-21,
1053,Hamilton James,70,2900,Finance & Investments,United States,,True,M,1951-08-03,
1053,Valentin Kipyatkov,45,2900,Technology,Russia,,True,M,1976-06-05,
1053,Li Zhongchu,58,2900,Technology,China,,True,M,1963-08-26,
1053,Martin Lorentzon,53,2900,Technology,Sweden,,True,M,1969-04-01,
1053,Drayton McLane; Jr.,85,2900,Fashion & Retail,United States,,False,M,1936-07-22,
1053,Benjamin Otto,,2900,Fashion & Retail,Germany,,False,M,,
1053,Roger Penske,85,2900,Automotive,United States,,True,M,1937-02-20,
1053,Olivier Pomel,45,2900,Technology,France,Datadog,True,M,1977-03-26,Cofounder
1053,Jean Salata,56,2900,Finance & Investments,Chile,,True,M,1965-12-01,
1053,Arnout Schuijff,54,2900,Technology,Netherlands,,True,M,1967-10-16,Entrepreneur
1053,Shen Hua & family,59,2900,Technology,United States,,True,M,1963-01-01,
1053,Martua Sitorus,62,2900,Manufacturing,Indonesia,,True,M,1960-02-18,
1053,Zygmunt Solorz-Zak,65,2900,Media & Entertainment,Poland,,True,M,1956-08-04,
1053,Warren Stephens,65,2900,Finance & Investments,United States,,False,M,1957-02-18,
1053,Tang Jinkui & family,66,2900,Manufacturing,China,,True,M,1955-09-19,
1053,Alan Trefler,66,2900,Technology,United States,,True,M,1956-03-10,
1053,Masateru Uno & family,75,2900,Fashion & Retail,Japan,,True,M,1947-02-06,
1053,Frank VanderSloot,73,2900,Fashion & Retail,United States,,True,M,1948-08-14,
1053,Guangming Wu,60,2900,Healthcare,China,,True,M,1962-02-27,
1053,Kai Wu,54,2900,Energy,China,,True,M,1968-01-01,
1053,Ye Fan & family,51,2900,Automotive,China,,True,M,1971-01-01,
1053,Yoo Jung-hyun,52,2900,Media & Entertainment,South Korea,,True,F,1969-04-16,
1053,Fenggang Zhao,56,2900,Energy,China,,True,M,1966-01-01,
1053,Zheng Xiaodong,58,2900,Manufacturing,China,,True,M,1964-03-01,
1053,Zhou Jianping,61,2900,Fashion & Retail,China,,True,M,1960-05-28,
1096,Jose Joao Abdalla Filho,76,2800,Finance & Investments,Brazil,,False,M,1945-05-30,
1096,Brian Acton,50,2800,Technology,United States,WhatsApp Inc.,True,M,1972-02-17,Entrepreneur
1096,Bill Alfond,73,2800,Fashion & Retail,United States,,False,M,1948-05-16,
1096,Susan Alfond,76,2800,Fashion & Retail,United States,,False,F,1945-07-19,
1096,Ted Alfond,77,2800,Fashion & Retail,United States,,False,M,1944-08-19,
1096,Felix Baker,53,2800,Finance & Investments,United States,,True,M,1969-03-29,
1096,Julian Baker,55,2800,Finance & Investments,United States,,True,M,1966-05-21,
1096,Karen Virginia Beckmann Legoretta,52,2800,Food & Beverage,Mexico,,False,F,,
1096,Maurizio Billi,64,2800,Healthcare,Brazil,,False,M,1957-11-22,
1096,Otto Philipp Braun,44,2800,Healthcare,Germany,,False,M,1978-01-01,
1096,Garrett Camp,43,2800,Technology,Canada,Uber Technologies Inc.,True,M,1978-10-04,Entrepreneur
1096,Cao Ji,70,2800,Manufacturing,China,,True,M,1952-01-01,
1096,Hua Chen,56,2800,Real Estate,China,,True,M,1966-01-01,
1096,John Paul DeJoria,77,2800,Fashion & Retail,United States,,True,M,1944-04-13,
1096,Beda Diethelm,81,2800,Healthcare,Switzerland,,True,M,1941-01-01,
1096,K. Dinesh,67,2800,Technology,India,,True,M,1954-06-06,
1096,Dong Fan,52,2800,Healthcare,China,,True,M,,
1096,Bennett Dorrance,76,2800,Food & Beverage,United States,,False,M,1946-02-09,
1096,Marcel Erni,57,2800,Finance & Investments,Switzerland,,True,M,1965-01-01,
1096,Abhay Firodia,77,2800,Automotive,India,,False,M,1944-11-05,
1096,Alfred Gantner,54,2800,Finance & Investments,Switzerland,,True,M,1968-04-01,
1096,Allan Goldman,79,2800,Real Estate,United States,,False,M,1943-03-06,
1096,Amy Goldman Fowler,67,2800,Real Estate,United States,,False,F,1954-04-19,
1096,J. Tomilson Hill,73,2800,Finance & Investments,United States,,True,M,1948-05-24,
1096,Hong Jie,54,2800,Manufacturing,China,,True,M,1967-10-01,
1096,James Jannard,72,2800,Fashion & Retail,United States,,True,M,1949-06-08,
1096,Travis Kalanick,45,2800,Technology,United States,Uber Technologies Inc.,True,M,1976-08-06,Cofounder
1096,Diane Kemper,76,2800,Real Estate,United States,,False,F,1945-07-21,
1096,George Kurtz,51,2800,Technology,United States,,True,M,1970-10-01,
1096,Kwek Leng Beng,81,2800,Diversified,Singapore,,False,M,1941-01-01,
1096,Geoffrey Kwok,36,2800,Real Estate,Hong Kong,,False,M,1985-05-01,
1096,Lai Jianping,,2800,Food & Beverage,China,,True,M,,
1096,Maritsa Lazari & family,77,2800,Real Estate,United Kingdom,,True,F,1944-10-14,
1096,Alexis Lê-Quôc,47,2800,Technology,United States,Datadog,True,M,1974-11-14,Cofounder
1096,Angela Leong,61,2800,Real Estate,Hong Kong,,False,F,1961-03-23,
1096,Lin Chen-hai,75,2800,Real Estate,Taiwan,,True,M,1947-03-01,
1096,Sergio Mantegazza,94,2800,Service,Switzerland,,True,M,1927-10-31,
1096,Hans Melchers,83,2800,Finance & Investments,Netherlands,,True,M,1938-04-28,
1096,Tom Morris,67,2800,Fashion & Retail,United Kingdom,,True,M,1954-10-02,
1096,Eugene Murtagh,79,2800,Manufacturing,Ireland,,True,M,1942-06-23,Entrepreneur
1096,Philip Niarchos,68,2800,Diversified,Greece,,False,M,1954-01-01,
1096,Pan Dong,57,2800,Fashion & Retail,Canada,,True,F,1965-01-01,
1096,Sean Parker,42,2800,Technology,United States,,True,M,1979-12-03,
1096,Richard Peery,83,2800,Real Estate,United States,,True,M,1938-10-01,
1096,Gregorio Perez Companc & family,86,2800,Energy,Argentina,,True,M,1935-08-23,
1096,Sebastian Piñera & family,72,2800,Finance & Investments,Chile,,True,M,1949-12-01,President
1096,Nicholas Pritzker,78,2800,Finance & Investments,United States,,False,M,1944-01-01,
1096,Jeff Rothschild,67,2800,Technology,United States,Meta Platforms,True,M,1955-01-02,Entrepreneur
1096,Steven Sarowitz,56,2800,Technology,United States,,True,M,1965-11-07,
1096,Isabella Seràgnoli,76,2800,Manufacturing,Italy,,False,F,1945-12-23,
1096,Stephen Smith,70,2800,Finance & Investments,Canada,,True,M,1951-06-02,
1096,William Stone,66,2800,Technology,United States,,True,M,1955-04-09,
1096,Sun Hongbin,59,2800,Real Estate,United States,,True,M,1963-01-01,
1096,Sun Shoukuan,72,2800,Manufacturing,China,,True,M,1949-10-01,
1096,Henry Sy; Jr.,69,2800,Diversified,Philippines,,False,M,1953-02-01,
